Date,Open,High,Low,Close,Adj Close,Volume
2016-11-23,152.750000,153.339996,151.179993,151.600006,140.208679,2166900
2016-11-25,151.889999,153.419998,151.710007,151.880005,140.467590,886800
2016-11-28,151.050003,152.429993,151.009995,151.250000,139.884964,1733500
2016-11-29,151.619995,152.220001,151.330002,151.479996,140.097656,1496800
2016-11-30,151.130005,151.539993,150.070007,150.110001,138.830627,2750500
2016-12-01,150.110001,152.880005,150.110001,151.740005,140.338165,2305200
2016-12-02,151.990005,152.869995,151.429993,152.089996,140.661835,1829200
2016-12-05,152.089996,152.229996,150.779999,151.770004,140.365906,2432100
2016-12-06,151.850006,152.080002,150.419998,151.009995,139.662994,2245400
2016-12-07,150.600006,153.910004,150.479996,153.850006,142.289612,2811300
2016-12-08,156.639999,160.899994,156.600006,157.589996,145.748566,5504300
2016-12-09,157.279999,159.830002,157.259995,159.699997,147.700027,2614700
2016-12-12,158.600006,161.279999,158.559998,160.330002,148.282654,2299200
2016-12-13,160.850006,162.039993,159.139999,159.770004,147.764740,3583300
2016-12-14,160.050003,160.449997,158.250000,158.990005,147.043365,2119100
2016-12-15,159.350006,161.500000,159.070007,160.110001,148.079193,1811100
2016-12-16,160.490005,161.250000,159.850006,160.410004,148.356659,3767100
2016-12-19,162.009995,164.529999,161.649994,163.460007,151.177490,3231900
2016-12-20,164.320007,164.949997,163.500000,163.860001,151.547409,2204600
2016-12-21,163.600006,164.029999,163.020004,163.039993,150.789032,1313400
2016-12-22,163.660004,163.669998,161.919998,162.070007,149.891937,1965900
2016-12-23,162.169998,162.669998,161.529999,162.080002,149.901199,1254100
2016-12-27,162.059998,162.759995,161.800003,162.050003,149.873444,1301100
2016-12-28,162.020004,162.850006,160.550003,161.009995,148.911575,1281000
2016-12-29,160.649994,161.440002,160.649994,161.130005,149.022537,858200
2016-12-30,160.889999,160.990005,159.669998,160.110001,148.079193,1472300
2017-01-03,160.649994,160.990005,158.509995,159.729996,147.727768,2099000
2017-01-04,159.800003,160.490005,158.940002,159.759995,147.755508,2163600
2017-01-05,160.949997,163.350006,160.630005,162.910004,150.668823,2880900
2017-01-06,162.669998,162.949997,161.130005,162.830002,150.594833,2167000
2017-01-09,162.330002,162.479996,160.720001,160.970001,148.874603,2318300
2017-01-10,160.580002,162.410004,160.509995,161.660004,149.512772,1477900
2017-01-11,161.470001,162.380005,160.350006,161.539993,149.401749,1378300
2017-01-12,161.350006,161.960007,160.669998,161.869995,149.706985,1296900
2017-01-13,161.990005,162.130005,161.350006,161.860001,149.697693,1250100
2017-01-17,161.850006,164.250000,161.669998,163.809998,151.501175,2430500
2017-01-18,163.649994,164.380005,162.589996,164.270004,151.926651,1834700
2017-01-19,164.179993,164.800003,163.559998,163.699997,151.399460,1980400
2017-01-20,164.389999,164.770004,163.229996,164.240005,151.898849,1897100
